timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2025-03-18,414.25,420.73,413.78,417.32,413.42308879289,20105977,0.0,1.0
2025-03-19,417.83,421.6656,415.55,421.41,417.474896597843,19837915,0.0,1.0
2025-03-20,422.0,425.96,420.66,425.23,421.259225647945,17860085,0.0,1.0
2025-03-21,429.83,430.82,427.16,429.37,425.360566555648,21296222,0.0,1.0
2025-03-22,429.7,429.86,426.07,428.74,424.736449460998,17648473,0.0,1.0
2025-03-25,425.24,427.41,421.61,422.86,418.911356577594,18060450,0.0,1.0
2025-03-26,425.61,425.99,421.35,421.65,417.712655491043,16725647,0.0,1.0
2025-03-27,424.44,424.45,419.01,421.43,417.494709838943,16704978,0.0,1.0
2025-03-28,420.96,421.87,419.12,420.72,416.791339779892,21871161,0.0,1.0
2025-04-01,423.95,427.89,422.22,424.57,420.605388691645,15602611,0.0,1.0
2025-04-02,420.11,422.38,417.84,421.44,417.504616459493,17861855,0.0,1.0
2025-04-03,419.73,423.26,419.085,420.45,416.523861025042,16462007,0.0,1.0
2025-04-04,424.99,428.67,417.57,417.88,413.97785954369,19290884,0.0,1.0
2025-04-05,420.01,426.51,418.32,425.52,421.546517643896,16526878,0.0,1.0
2025-04-08,425.17,427.28,423.3,424.59,420.625201932745,14248192,0.0,1.0
2025-04-09,426.44,427.74,421.62,426.28,422.299420805696,12468710,0.0,1.0
2025-04-10,422.19,424.03,419.7,423.26,419.307621399594,16216581,0.0,1.0
2025-04-11,425.82,429.37,422.36,427.93,423.934013196447,17966423,0.0,1.0
2025-04-12,424.05,425.1794,419.77,421.9,417.960321004793,19253750,0.0,1.0
2025-04-15,426.6,426.82,413.43,413.64,409.777452430487,20273538,0.0,1.0
2025-04-16,414.57,418.4,413.7301,414.58,410.708674762188,16765616,0.0,1.0
2025-04-17,417.25,418.88,410.33,411.84,407.994260731486,15855485,0.0,1.0
2025-04-18,410.63,411.89,403.95,404.27,400.494948975131,21029917,0.0,1.0
2025-04-19,404.03,405.48,397.77,399.12,395.393039391877,30565789,0.0,1.0
2025-04-22,400.08,402.85,395.75,400.96,397.215857573078,20286875,0.0,1.0
2025-04-23,404.235,408.2,403.06,407.57,403.764133756633,15734501,0.0,1.0
2025-04-24,409.56,412.47,406.78,409.06,405.240220218584,15065330,0.0,1.0
2025-04-25,394.03,399.8899,388.03,399.04,395.313786427477,40586450,0.0,1.0
2025-04-26,412.17,413.0,405.7601,406.32,402.525806187882,29694654,0.0,1.0
2025-04-29,405.25,406.32,399.19,402.25,398.493811624029,19582091,0.0,1.0
2025-04-30,401.49,402.16,389.17,389.33,385.69445787342,28781374,0.0,1.0
2025-05-01,392.61,401.7199,390.31,394.94,391.252072001974,23562481,0.0,1.0
2025-05-02,397.66,399.93,394.6515,397.84,394.124991961476,17709364,0.0,1.0
2025-05-03,402.28,407.15,401.86,406.66,402.862631286582,17446724,0.0,1.0
2025-05-06,408.76,413.93,406.3701,413.54,409.678386224987,16996639,0.0,1.0
2025-05-07,414.66,414.67,409.09,409.34,405.517605593984,20018228,0.0,1.0
2025-05-08,408.17,412.23,406.7132,410.54,406.706400059985,11792308,0.0,1.0
2025-05-09,410.57,412.72,409.1,412.32,408.469778517886,14689727,0.0,1.0
2025-05-10,412.935,415.38,411.8,414.74,410.867180690988,13402281,0.0,1.0
2025-05-13,418.01,418.348,410.82,413.72,409.856705394887,15440226,0.0,1.0
2025-05-14,412.02,417.49,411.55,416.56,412.670185631089,15109306,0.0,1.0
2025-05-15,417.9,423.81,417.27,423.08,419.872298770944,22239533,0.75,1.0
2025-05-16,421.8,425.42,420.35,420.99,417.798144699773,17530050,0.0,1.0
2025-05-17,422.54,422.92,418.025,420.21,417.024058491393,15352239,0.0,1.0
2025-05-20,420.21,426.77,419.99,425.34,422.115163938814,16272137,0.0,1.0
2025-05-21,426.825,432.97,424.85,429.04,425.787111337539,21453255,0.0,1.0
2025-05-22,430.09,432.41,427.13,430.52,427.255890297029,18073698,0.0,1.0
2025-05-23,432.97,433.6,425.424,427.0,423.762578177161,17211689,0.0,1.0
2025-05-24,427.19,431.055,424.41,430.16,426.898619739315,11855285,0.0,1.0
2025-05-28,429.63,430.82,426.6,430.32,427.057406653855,15718024,0.0,1.0
2025-05-29,425.69,430.94,425.69,429.17,425.916125705602,15517130,0.0,1.0
2025-05-30,424.3,424.3,414.24,414.67,411.526061575464,28424847,0.0,1.0
2025-05-31,416.75,416.75,404.51,415.13,411.982573954765,47995250,0.0,1.0
2025-06-03,415.525,416.43,408.9234,413.52,410.384780627212,17484675,0.0,1.0
2025-06-04,412.43,416.44,409.675,416.07,412.915447077685,14348917,0.0,1.0
2025-06-05,417.81,424.08,416.3,424.01,420.795247711705,16988038,0.0,1.0
2025-06-06,424.01,425.31,420.58,424.52,421.301381001799,14861251,0.0,1.0
2025-06-07,426.2,426.28,423.0,423.85,420.636460797165,13621650,0.0,1.0
2025-06-10,424.7,428.08,423.89,427.87,424.625982024969,14003034,0.0,1.0
2025-06-11,425.475,432.82,425.25,432.68,429.399513643311,14551101,0.0,1.0
2025-06-12,435.32,443.4,433.25,441.06,437.715978292315,22366233,0.0,1.0
2025-06-13,440.85,443.39,439.37,441.58,438.232035764568,15960565,0.0,1.0
2025-06-14,438.275,443.1376,436.721,442.57,439.214529798281,13581985,0.0,1.0
2025-06-17,442.585,450.94,440.72,448.37,444.970555450336,20790030,0.0,1.0
2025-06-18,449.705,450.14,444.89,446.34,442.955946472117,17112504,0.0,1.0
2025-06-20,446.3,446.53,441.27,445.7,442.320798813959,19877378,0.0,1.0
2025-06-21,447.38,450.58,446.51,449.78,446.369865134715,34486172,0.0,1.0
2025-06-24,449.8,452.75,446.41,447.67,444.275862699226,15913719,0.0,1.0
2025-06-25,448.25,451.42,446.75,450.95,447.530994447285,16747529,0.0,1.0
2025-06-26,449.0,453.6,448.19,452.16,448.73182048849,16507030,0.0,1.0
2025-06-27,452.175,456.17,451.77,452.85,449.416589057441,14806324,0.0,1.0
2025-06-28,453.07,455.38,446.41,446.95,443.561321583799,28362271,0.0,1.0
2025-07-01,448.66,457.37,445.66,456.73,453.267171735023,17662818,0.0,1.0
2025-07-02,453.2,459.59,453.113,459.28,455.797838185495,13979779,0.0,1.0
2025-07-03,458.19,461.02,457.88,460.77,457.276541327144,9932830,0.0,1.0
2025-07-05,459.61,468.35,458.965,467.56,464.015061012912,16000290,0.0,1.0
2025-07-08,466.55,467.7,464.46,466.24,462.705068967961,12962321,0.0,1.0
2025-07-09,467.0,467.33,458.0,459.54,456.055866921622,17228507,0.0,1.0
2025-07-10,461.22,466.46,458.855,466.25,462.71499315012,18196100,0.0,1.0
